Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Thorncliffe Park,43.704553,-79.3454074,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
Thorncliffe Park,43.704553,-79.3454074,A&W,43.706275,-79.34467,Fast Food Restaurant
Thorncliffe Park,43.704553,-79.3454074,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
Thorncliffe Park,43.704553,-79.3454074,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
Thorncliffe Park,43.704553,-79.3454074,TD Canada Trust,43.7063562,-79.3456426,Bank
Thorncliffe Park,43.704553,-79.3454074,Faley Restaurant,43.70811251975841,-79.34357902389091,Indian Restaurant
Thorncliffe Park,43.704553,-79.3454074,Subway,43.704596336290024,-79.34967021023124,Sandwich Place
Thorncliffe Park,43.704553,-79.3454074,Starbucks,43.707899,-79.343347,Coffee Shop
Thorncliffe Park,43.704553,-79.3454074,Petro-Canada,43.704058,-79.348094,Gas Station
Thorncliffe Park,43.704553,-79.3454074,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
Thorncliffe Park,43.704553,-79.3454074,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
Thorncliffe Park,43.704553,-79.3454074,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
Thorncliffe Park,43.704553,-79.3454074,Afghan Cuisine,43.7080751573203,-79.34298516936218,Afghan Restaurant
Thorncliffe Park,43.704553,-79.3454074,Food Basics,43.70531094557909,-79.34732168914252,Supermarket
Thorncliffe Park,43.704553,-79.3454074,Swiss Chalet,43.707786042366365,-79.34413242874473,Restaurant
Thorncliffe Park,43.704553,-79.3454074,Quiznos,43.705887244788975,-79.34702342783567,Sandwich Place
Thorncliffe Park,43.704553,-79.3454074,Anatolian's Turkish Restaurant,43.708056671215886,-79.34263647483004,Turkish Restaurant
Thorncliffe Park,43.704553,-79.3454074,Popeyes Louisiana Kitchen,43.7078089496658,-79.34304867541769,Fried Chicken Joint
Thorncliffe Park,43.704553,-79.3454074,Kandahar Kabab,43.70525,-79.348625,Middle Eastern Restaurant
Thorncliffe Park,43.704553,-79.3454074,Thorncliffe Park Dr & Overlea Blvd,43.704777261349896,-79.35006522829346,Intersection
Thorncliffe Park,43.704553,-79.3454074,Mayfair Homes,43.70556,-79.35054,Housing Development
Thorncliffe Park,43.704553,-79.3454074,Trendee Chinese Cuisine,43.708212839174564,-79.34261997257181,Asian Restaurant
Thorncliffe Park,43.704553,-79.3454074,Belyea Bros. Heating & Cooling,43.70878010117987,-79.34659838676453,Home Service
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,The Grand Hotel & Suites Toronto,43.65644901207743,-79.3741100180102,Hotel
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Burrito Boyz,43.656265264409015,-79.37834318376771,Burrito Place
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Page One Cafe,43.65777161112601,-79.3760725691681,Café
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Jazz Bistro,43.65567828473835,-79.37927565514764,Music Venue
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Ed Mirvish Theatre,43.655101567321054,-79.37976762131545,Theater
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Blaze Pizza,43.656518,-79.380015,Pizza Place
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Hawthorne Food and Drink,43.652270129568336,-79.37631758327606,Gastropub
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,LUSH,43.653557,-79.3804,Cosmetics Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,The George Street Diner,43.65297,-79.371467,Diner
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,CF Toronto Eaton Centre,43.654446920401455,-79.38095230798749,Shopping Mall
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Crepe Delicious,43.654536488277245,-79.38088885547485,Fast Food Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Indigo,43.65351471121164,-79.38069591056922,Bookstore
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Terroni,43.650927,-79.375602,Italian Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Nordstrom,43.655041,-79.3809665,Clothing Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Schnitzel Queen,43.65423906004429,-79.37053284604036,German Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Silver Snail Comics,43.65703137958407,-79.38140310220501,Comic Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Five Guys,43.657116518476315,-79.38085267976494,Burger Joint
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Pearl Diver,43.651481290733734,-79.37359954211877,Gastropub
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Triple A Bar (AAA),43.65165840099557,-79.3727201723461,BBQ Joint
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Danish Pastry House,43.654574,-79.38074,Bakery
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,DAVIDsTEA,43.65521877547618,-79.38094518163427,Tea Room
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Samsung Experience Store (Eaton Centre),43.65564777812532,-79.3810108074576,Electronics Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,MAC Cosmetics,43.65405547492733,-79.38071368220903,Cosmetics Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Cineplex Cinemas,43.65612555948613,-79.38039005666784,Movie Theater
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Bourbon St. Grill,43.6551351410162,-79.3808225262395,Fast Food Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,The Black Canary Espresso Bar,43.65702925121356,-79.38138512728051,Café
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Tokyo Smoke,43.65723,-79.38087,Coffee Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Balzac's Coffee,43.65785440672277,-79.37919981155157,Coffee Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Victoria's Secret PINK,43.65335746417248,-79.3806734813237,Lingerie Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Chipotle Mexican Grill,43.65686,-79.38091,Mexican Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,306 Yonge Street - Jordan Store,43.65649471160899,-79.38101531134684,Sporting Goods Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Apple Eaton Centre,43.6528318,-79.3805553,Electronics Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Trattoria Mercatto,43.65445314470199,-79.3809741075674,Italian Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Nordstrom Ebar,43.654648676831954,-79.38057377013143,Coffee Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Hollister Co.,43.654479660102204,-79.38091371769396,Clothing Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Starbucks,43.654438,-79.380699,Coffee Shop
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Victoria's Secret,43.65320588119187,-79.38052200729167,Lingerie Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Ryerson Athletics Centre,43.65843443942876,-79.37929610991361,College Rec Center
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Bath & Body Works,43.65418247138001,-79.38094783233447,Distribution Center
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Hudson's Bay,43.652039815876805,-79.38039146122816,Department Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,lululemon athletica,43.6532862,-79.3807642,Clothing Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Abercrombie & Fitch,43.65291548392747,-79.38049525090148,Clothing Store
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,JOEY Eaton Centre,43.6560936540828,-79.38187792357716,New American Restaurant
"East Toronto, Broadview North (Old East York)",43.65502185,-79.3759886,Maggies Eatery,43.658646,-79.375439,Restaurant
"The Danforth West, Riverdale",43.67595185,-79.32647455,Monarch Park,43.678719042549886,-79.32595669855687,Park
"The Danforth West, Riverdale",43.67595185,-79.32647455,Monarch Park Stadium,43.6781436961028,-79.3240380491706,Soccer Field
"The Danforth West, Riverdale",43.67595185,-79.32647455,Left Field Brewery,43.67370495341353,-79.33031026982496,Brewery
"The Danforth West, Riverdale",43.67595185,-79.32647455,Pilot Coffee Roasters,43.673800531202524,-79.33004379272461,Café
"The Danforth West, Riverdale",43.67595185,-79.32647455,Maha's Fine Egyptian Cuisine,43.671757955479535,-79.3284444246658,Egyptian Restaurant
"The Danforth West, Riverdale",43.67595185,-79.32647455,Lahore Tikka House,43.67166839018913,-79.3247037631388,Pakistani Restaurant
"The Danforth West, Riverdale",43.67595185,-79.32647455,Gourmet Gringos,43.67559072380372,-79.32898810710465,Food Truck
"The Danforth West, Riverdale",43.67595185,-79.32647455,Bombay Chowpatty,43.67187525209221,-79.32411369274648,Indian Restaurant
"The Danforth West, Riverdale",43.67595185,-79.32647455,Monarch Park Collegiate - Track & Field,43.67894593020038,-79.32298021048486,Track
"The Danforth West, Riverdale",43.67595185,-79.32647455,Gerrard India Bazaar,43.67208555010096,-79.32340264320374,Shopping Plaza
"The Danforth West, Riverdale",43.67595185,-79.32647455,The Social Gardener,43.671492504534825,-79.32576413751154,Vegetarian / Vegan Restaurant
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Delina Restaurant,43.6688671759284,-79.3054042721163,Middle Eastern Restaurant
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Starbucks,43.668539,-79.307821,Coffee Shop
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Zane,43.66837210177904,-79.30800754008288,Bakery
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Meat on the beach,43.668507346445224,-79.30720650399131,Butcher
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Aroma Espresso Bar,43.668495,-79.30689,Coffee Shop
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Petro-Canada,43.674345,-79.307757,Gas Station
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Sauvignon Bistro & Bakery Inc,43.668453,-79.307099,French Restaurant
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Pizzaiolo,43.66895319839045,-79.31168339331794,Pizza Place
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Structube,43.66837137102969,-79.3081867810851,Furniture / Home Store
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Kew Beach Cleaners,43.668129,-79.308563,Dry Cleaner
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Rogers Wireless,43.66837869240167,-79.30761759973464,Electronics Store
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Touti Gelati,43.66868681819219,-79.30656655500152,Dessert Shop
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Orchard Park,43.668858311782124,-79.31416022446447,Park
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Queen St E & Woodbine Ave,43.668840152124865,-79.30590070378307,Intersection
"India Bazaar, The Beaches West",43.671623749999995,-79.31010760000001,Country Style,43.667662,-79.312006,Coffee Shop
Studio District,43.64958515,-79.39068322559326,YYoga,43.64972499320129,-79.39198265471717,Yoga Studio
Studio District,43.64958515,-79.39068322559326,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
Studio District,43.64958515,-79.39068322559326,Dark Horse Espresso Bar,43.64829161679981,-79.39039040155937,Coffee Shop
Studio District,43.64958515,-79.39068322559326,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
Studio District,43.64958515,-79.39068322559326,Umbra Concept Store,43.650417,-79.391136,Furniture / Home Store
Studio District,43.64958515,-79.39068322559326,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
Studio District,43.64958515,-79.39068322559326,Bar Hop Brewco,43.649068842850404,-79.39345567330301,Beer Bar
Studio District,43.64958515,-79.39068322559326,Omg! Oh My Gyro!,43.6500639687058,-79.39110371201055,Souvlaki Shop
Studio District,43.64958515,-79.39068322559326,Green Box Fresh Food Bar,43.650437581817954,-79.38861137514365,Sandwich Place
Studio District,43.64958515,-79.39068322559326,Civello Salon & Spa,43.6500197743058,-79.38940017059696,Salon / Barbershop
Studio District,43.64958515,-79.39068322559326,Rialto Espresso Bar,43.648059,-79.389791,Café
Studio District,43.64958515,-79.39068322559326,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
Studio District,43.64958515,-79.39068322559326,The Rex Hotel Jazz & Blues Bar,43.65050475544005,-79.38857723389897,Jazz Club
Studio District,43.64958515,-79.39068322559326,Daily Press Juicery,43.65038785952372,-79.38879174332155,Juice Bar
Studio District,43.64958515,-79.39068322559326,HotBlack Coffee,43.65036434800487,-79.38866907575726,Coffee Shop
Studio District,43.64958515,-79.39068322559326,Hakata Ikkousha Ramen,43.650299,-79.388753,Ramen Restaurant
Studio District,43.64958515,-79.39068322559326,Michaels,43.64869949375211,-79.3910962343216,Arts & Crafts Store
Studio District,43.64958515,-79.39068322559326,Rudsak,43.64976788010008,-79.39143943185609,Boutique
Studio District,43.64958515,-79.39068322559326,Loft404 Inspired Gatherings,43.64785142504536,-79.38948982526453,Event Space
Studio District,43.64958515,-79.39068322559326,John Fluevog Shoes,43.6499881760459,-79.39079046249388,Shoe Store
Studio District,43.64958515,-79.39068322559326,Little Nicky's,43.64901385191496,-79.39352086543202,Coffee Shop
Studio District,43.64958515,-79.39068322559326,Kops Records,43.65051219841103,-79.38812570541256,Record Shop
Studio District,43.64958515,-79.39068322559326,Yuzu No Hana,43.6483011115534,-79.3883359381972,Sushi Restaurant
Studio District,43.64958515,-79.39068322559326,Swipe Books on Advertising & Design,43.64815607248922,-79.3940703226255,Bookstore
Studio District,43.64958515,-79.39068322559326,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
Studio District,43.64958515,-79.39068322559326,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
Studio District,43.64958515,-79.39068322559326,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
Studio District,43.64958515,-79.39068322559326,General Assembly,43.647326115934106,-79.39304291907733,Pizza Place
Studio District,43.64958515,-79.39068322559326,Lush,43.64945931504611,-79.39413651823997,Cosmetics Shop
Studio District,43.64958515,-79.39068322559326,Princess Of Wales Theatre,43.64654315405365,-79.38910030187289,Theater
Studio District,43.64958515,-79.39068322559326,The Fifth & Terrace,43.649249809335,-79.38931975675418,Modern European Restaurant
Studio District,43.64958515,-79.39068322559326,Aboveground Art Supplies,43.652645648070006,-79.3909251764317,Arts & Crafts Store
Studio District,43.64958515,-79.39068322559326,Scotiabank Theatres,43.648829331652806,-79.39078229912828,Movie Theater
Studio District,43.64958515,-79.39068322559326,TIFF Bell Lightbox,43.64634159071232,-79.39006297129853,Movie Theater
Studio District,43.64958515,-79.39068322559326,Starbucks,43.647586,-79.392531,Coffee Shop
Studio District,43.64958515,-79.39068322559326,RaviSoups,43.64736939566164,-79.39183955161323,Soup Place
Studio District,43.64958515,-79.39068322559326,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
Studio District,43.64958515,-79.39068322559326,Chipotle Mexican Grill,43.64956,-79.39165,Mexican Restaurant
Studio District,43.64958515,-79.39068322559326,Lavish & Squalor,43.65030427070834,-79.38892664709715,Clothing Store
Studio District,43.64958515,-79.39068322559326,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
Studio District,43.64958515,-79.39068322559326,The Burger's Priest,43.64864328298093,-79.38753876719665,Fast Food Restaurant
Studio District,43.64958515,-79.39068322559326,Town Crier Pub,43.64811,-79.390198,Pub
Studio District,43.64958515,-79.39068322559326,Ontario College of Art and Design University (OCADU),43.65280251171013,-79.3910743699992,University
Studio District,43.64958515,-79.39068322559326,401 Richmond,43.64790630817995,-79.39521906011258,Art Gallery
Studio District,43.64958515,-79.39068322559326,Queen Mother Cafe,43.650401,-79.389156,Thai Restaurant
Studio District,43.64958515,-79.39068322559326,Royal Alexandra Theatre,43.647255,-79.38753,Theater
Studio District,43.64958515,-79.39068322559326,Much Music Video Awards (MMVA's),43.64999294848099,-79.39054666005632,Music Venue
Studio District,43.64958515,-79.39068322559326,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
Studio District,43.64958515,-79.39068322559326,Queen St. Warehouse,43.650116540590425,-79.3903160886256,Bar
Studio District,43.64958515,-79.39068322559326,La Carnita,43.647291470152034,-79.389929645749,Taco Place
Studio District,43.64958515,-79.39068322559326,BMV-Q (BMV Bookstore),43.65001193338498,-79.39076272691233,Bookstore
Studio District,43.64958515,-79.39068322559326,Figo,43.64772466405093,-79.39052085550152,Italian Restaurant
Studio District,43.64958515,-79.39068322559326,Grange Park,43.652487552998565,-79.39205307540142,Park
Studio District,43.64958515,-79.39068322559326,Aritzia,43.64959256644894,-79.39266403125242,Women's Store
Studio District,43.64958515,-79.39068322559326,Cardio-Go,43.64701650155176,-79.38814275495332,Gym
Studio District,43.64958515,-79.39068322559326,Alo,43.64857357946059,-79.39624325999638,French Restaurant
Studio District,43.64958515,-79.39068322559326,The Second City,43.64563251724917,-79.39122468317156,Comedy Club
Studio District,43.64958515,-79.39068322559326,Malaparte,43.646438198845594,-79.39028956687704,Event Space
Studio District,43.64958515,-79.39068322559326,Get Outside,43.6488482587458,-79.39577748658837,Shoe Store
Studio District,43.64958515,-79.39068322559326,Buna's Kitchen,43.64804220591876,-79.39493648214875,Bistro
Studio District,43.64958515,-79.39068322559326,Little India Restaurant,43.65031880877208,-79.38899760320798,Indian Restaurant
Studio District,43.64958515,-79.39068322559326,Aloette,43.648380956878,-79.39618583130652,Restaurant
Studio District,43.64958515,-79.39068322559326,barre3,43.646317516225395,-79.39094024700876,Gym / Fitness Center
Studio District,43.64958515,-79.39068322559326,The Second City Training Centre,43.64612765977174,-79.392469931902,School
Studio District,43.64958515,-79.39068322559326,Malabar Limited,43.650616980063944,-79.389945826656,Costume Shop
Studio District,43.64958515,-79.39068322559326,Yeti Nails & Spa,43.647937726631774,-79.3963296299419,Cosmetics Shop
Studio District,43.64958515,-79.39068322559326,Planta Queen,43.650622,-79.388154,Vegetarian / Vegan Restaurant
Studio District,43.64958515,-79.39068322559326,Yoga Tree Downtown,43.647902460114445,-79.39608601147005,Yoga Studio
Studio District,43.64958515,-79.39068322559326,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
Studio District,43.64958515,-79.39068322559326,Norma Ridley Members’ Lounge,43.65278556636435,-79.39229314655985,Art Gallery
Studio District,43.64958515,-79.39068322559326,Momentos,43.64754799198248,-79.38891405541862,Nightclub
Studio District,43.64958515,-79.39068322559326,Spadina Optometry,43.647235920384865,-79.39568268778311,Optical Shop
Studio District,43.64958515,-79.39068322559326,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
Studio District,43.64958515,-79.39068322559326,lululemon athletica,43.6494799,-79.39437,Clothing Store
Studio District,43.64958515,-79.39068322559326,lululemon athletica,43.64930053147295,-79.39429631547799,Clothing Store
Studio District,43.64958515,-79.39068322559326,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
Studio District,43.64958515,-79.39068322559326,Essential Beauty Bar,43.65051268683632,-79.38802119167447,Cosmetics Shop
Studio District,43.64958515,-79.39068322559326,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
Studio District,43.64958515,-79.39068322559326,Le Gourmand Café,43.648282339042105,-79.39623145239167,Café
Studio District,43.64958515,-79.39068322559326,A&W,43.645982,-79.389621,Fast Food Restaurant
Studio District,43.64958515,-79.39068322559326,Fresh On Spadina,43.648048207763615,-79.39600791264331,Vegetarian / Vegan Restaurant
Studio District,43.64958515,-79.39068322559326,Victor Restaurant & Bar,43.64563436248102,-79.39112538566908,Bar
Studio District,43.64958515,-79.39068322559326,Fat Bastard Burrito Co.,43.648146672800344,-79.38921873094012,Burrito Place
Studio District,43.64958515,-79.39068322559326,Karine's,43.653698928318526,-79.39074313568692,Breakfast Spot
Studio District,43.64958515,-79.39068322559326,Le Germain Hotel Toronto Mercer,43.64575555057125,-79.39090442494489,Hotel
Studio District,43.64958515,-79.39068322559326,Akira Back,43.645375789305994,-79.39206284397356,Japanese Restaurant
Studio District,43.64958515,-79.39068322559326,Me Va Me,43.65005490955589,-79.39055494048628,Middle Eastern Restaurant
Studio District,43.64958515,-79.39068322559326,Fune Japanese Restaurant,43.64851365544565,-79.38645657820041,Japanese Restaurant
Studio District,43.64958515,-79.39068322559326,EB Games,43.6489361368077,-79.3953942781761,Video Game Store
Studio District,43.64958515,-79.39068322559326,Tim Hortons,43.649256502895255,-79.3911512196064,Coffee Shop
Studio District,43.64958515,-79.39068322559326,Pi Co.,43.648651,-79.385874,Pizza Place
Studio District,43.64958515,-79.39068322559326,Kojin,43.64939770725357,-79.38609106624851,Colombian Restaurant
Studio District,43.64958515,-79.39068322559326,Kupfert & Kim,43.64794381005563,-79.39612137378384,Vegetarian / Vegan Restaurant
Studio District,43.64958515,-79.39068322559326,Michael's on Simcoe,43.64826881661747,-79.38632821234134,Steakhouse
Studio District,43.64958515,-79.39068322559326,Montecito Restaurant,43.64764401408166,-79.3910688649793,Restaurant
Studio District,43.64958515,-79.39068322559326,Basil Box,43.64873189146827,-79.39623046744899,Asian Restaurant
Studio District,43.64958515,-79.39068322559326,Manpuku まんぷく,43.653612411792935,-79.39061276446213,Japanese Restaurant
Studio District,43.64958515,-79.39068322559326,Hilton,43.6499459,-79.385479,Hotel
Studio District,43.64958515,-79.39068322559326,Mi Taco Taqueria,43.65037975034535,-79.38866594153846,Taco Place
Studio District,43.64958515,-79.39068322559326,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
Lawrence Park,43.729199,-79.4032525,T-buds,43.73124701494562,-79.4036403714984,Tea Room
Lawrence Park,43.729199,-79.4032525,For The Win Cafe,43.72863603182458,-79.40325519626327,Bubble Tea Shop
Lawrence Park,43.729199,-79.4032525,Bobbette & Belle,43.73133877297435,-79.40376944766918,Bakery
Lawrence Park,43.729199,-79.4032525,STACK,43.72931098021923,-79.40324105170586,BBQ Joint
Lawrence Park,43.729199,-79.4032525,Menchies Frozen Yogurt,43.72833594585155,-79.40317327113762,Ice Cream Shop
Lawrence Park,43.729199,-79.4032525,Riz North,43.730791502496054,-79.40371860011433,Asian Restaurant
Lawrence Park,43.729199,-79.4032525,Shoushin,43.73138018653297,-79.40396058978317,Sushi Restaurant
Lawrence Park,43.729199,-79.4032525,Mastermind Toys,43.73204616747319,-79.40414098942678,Toy / Game Store
Lawrence Park,43.729199,-79.4032525,The Burger Cellar,43.73236191776462,-79.4038935868189,Burger Joint
Lawrence Park,43.729199,-79.4032525,Shinobu by Maki Sushi,43.73256202476285,-79.40414749141355,Japanese Restaurant
Lawrence Park,43.729199,-79.4032525,Starbucks,43.72982,-79.40365,Coffee Shop
Lawrence Park,43.729199,-79.4032525,Aroma Espresso Bar,43.73119302623775,-79.40367759576215,Café
Lawrence Park,43.729199,-79.4032525,The Burger's Priest,43.73257633758602,-79.40392240712367,Fast Food Restaurant
Lawrence Park,43.729199,-79.4032525,The Rolling Pin,43.73331525365337,-79.40431753142141,Bakery
Lawrence Park,43.729199,-79.4032525,the sushi bar,43.73181562279041,-79.40379017911593,Sushi Restaurant
Lawrence Park,43.729199,-79.4032525,Patisserie Sebastien,43.73080662573705,-79.40382316180315,Bakery
Lawrence Park,43.729199,-79.4032525,The Abbot,43.73171144972793,-79.40390764757474,Pub
Lawrence Park,43.729199,-79.4032525,Yonge Sushi,43.733181795539736,-79.40432284207976,Sushi Restaurant
Lawrence Park,43.729199,-79.4032525,Gamberoni,43.72951504502395,-79.40347684255251,Italian Restaurant
Lawrence Park,43.729199,-79.4032525,Shichimi Sushi,43.72888125625912,-79.4031682620572,Sushi Restaurant
Lawrence Park,43.729199,-79.4032525,Trio Ristorante Pizzeria,43.72880926185491,-79.40314913731548,Italian Restaurant
Lawrence Park,43.729199,-79.4032525,Coppi Ristorante,43.73159254236984,-79.40388881011391,Italian Restaurant
Lawrence Park,43.729199,-79.4032525,Starbucks,43.724878,-79.40249,Coffee Shop
Lawrence Park,43.729199,-79.4032525,Yogurty's,43.72986618716524,-79.40340062283457,Frozen Yogurt Shop
Lawrence Park,43.729199,-79.4032525,Hazel's Diner,43.73253478307487,-79.40410775579386,Diner
Lawrence Park,43.729199,-79.4032525,Games Workshop,43.72899462802187,-79.40309229421057,Hobby Shop
Lawrence Park,43.729199,-79.4032525,Melmira Bra & Swimsuits,43.730746220093216,-79.40357289775751,Lingerie Store
Lawrence Park,43.729199,-79.4032525,RBC Royal Bank,43.729045635953355,-79.40344319223908,Bank
Lawrence Park,43.729199,-79.4032525,A La Turk,43.733624,-79.40432,Turkish Restaurant
Lawrence Park,43.729199,-79.4032525,Cozy Nails,43.73051605546122,-79.40365477283476,Cosmetics Shop
Lawrence Park,43.729199,-79.4032525,TD Canada Trust,43.7275364,-79.4031573,Bank
Lawrence Park,43.729199,-79.4032525,Lobster Monster,43.728888,-79.403034,Seafood Restaurant
Lawrence Park,43.729199,-79.4032525,Pizza Pizza,43.72854712966103,-79.40306216587794,Pizza Place
Lawrence Park,43.729199,-79.4032525,Cravings,43.732454613454046,-79.4040956461909,Asian Restaurant
Lawrence Park,43.729199,-79.4032525,Subway,43.73017057716657,-79.40323021840265,Sandwich Place
Lawrence Park,43.729199,-79.4032525,Tim Hortons,43.728811044996085,-79.40347328782082,Coffee Shop
Lawrence Park,43.729199,-79.4032525,Shoppers Drug Mart,43.732312,-79.404484,Pharmacy
Lawrence Park,43.729199,-79.4032525,The Uptown Pub House,43.72768225344563,-79.40276221132652,Gastropub
Lawrence Park,43.729199,-79.4032525,Gabby's Roadhouse,43.72927371293531,-79.40321132426091,Pub
Lawrence Park,43.729199,-79.4032525,McDonald's,43.73267757826765,-79.4045334745723,Fast Food Restaurant
